,voting_number,timestamp,voter,vote,staked_ANT_amount,tx,Vote Weight,Result,timestamp_norm,staked_norm,cluster
172,5,1.548370082e+18,0xf1f0c294d247e8691d1118a86ccc669da3c75ca8,0,6169.916293,0x560cbcf45dc2d4e4ef7363cb60829105b70650a0d13b8b2a903e80e6486c76c9,-6169.916293,1,0.4818516013292945,0.010384475136911757,1
173,5,1.54837235e+18,0xcafb4ff79d39949d29e2ec4eb6b42c1e7b4d8b2b,0,46453.40167,0x5cf449d23b52d3a81437c86ff4cefc93386b002fcb7f0bd47beede100ddc9660,-46453.40167,1,0.49519160074111107,0.07818547424615004,1
174,5,1.548372749e+18,0x583da21ad0c1171ae4b6cf24d92c46f033a0a794,0,100.0,0x0d292f2cd348c9a6e1666266d71794ca3c01cdd262949c96320608777c53324c,-100.0,1,0.49753845248948625,0.00016821938537199947,1
175,5,1.548380017e+18,0x17de335cda63c144037b6fe43fadc7f9d0c21bb6,1,4000.0,0x2f7d355c6ac46f025487c6348e34d81c4fce5d4589e49324d640a9188b9b4605,4000.0,1,0.54028762168044,0.006732296303031241,1
176,5,1.548402167e+18,0x90fc1f495111329a1669716a149b7da88bdcb234,1,2097.994,0x943b7033c20937267f113346e4c72f83ee1771b12d1b437c37ea4d39136ce3e4,2097.994,1,0.6705702438020175,0.003531036384608322,2
177,5,1.548409142e+18,0xa34f16c747e7eb21a32c28bde173c2fb099c70a1,1,102269.2319,0x4d47c8cefe21a9473314135a57bbfb70100ec59ba6e4bc0b03a21f6ec2ca8e77,102269.2319,1,0.7115960356439138,0.17212891087505514,2
178,5,1.548409288e+18,0xa4ae57a1b051ff0980bc9dc59c36cd65f0fa7a11,1,20390.99009,0x9511b4a49eab6a4ec06077489e147223d0075e7de40e4395d4df0645430554b9,20390.99009,1,0.7124547834014646,0.03431991674081339,2
179,5,1.548410928e+18,0xaf54743051f61fda465609460f081c9aa426569e,1,594143.0,0xbcf59ef319a4f78e64ed75f1dacf397295ce400fa2d47ff8760d4a5d2e53867d,594143.0,1,0.7221009910890216,1.0,0
180,5,1.548417116e+18,0xf925fdaea552d36a5291335941ab7a046f960a80,1,13.7,0x27382a27d5dcb262ac92181e7300642a60e10df08f4d418b9dc37094b8105174,13.7,1,0.7584977796076817,2.2968144860719304e-05,2
181,5,1.54844258e+18,0xb8506be2c700641873108a1a47d8e509157cf231,1,207593.4902,0x63c1e1c0df9aec0af2eeb779e1c1ee05524b72ab9332200e3f4bf85641e1c31f,207593.4902,1,0.9082727994588713,0.34939981671521153,2
